,id,isrc,track,artists,album,release_date,release_year,length_ms,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,0mUyMawtxj1CJ76kn9gIZK,USWB10401971,Bad Day,['Daniel Powter'],Daniel Powter,2005-02-22,2005,233640,False,78,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046
1,0k2GOhqsrxDTAbFFSdNJjT,USAT20505520,Temperature,['Sean Paul'],The Trinity,2005-09-26,2005,218573,False,83,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04
2,2gam98EZKrF9XuOkU13ApN,USUM70603473,Promiscuous,"['Nelly Furtado', 'Timbaland']",Loose,2006-01-01,2006,242293,False,87,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328
3,0vg4WnUWvze6pBOJDTq99k,USAT20401588,You're Beautiful,['James Blunt'],Back to Bedlam,2005-08-08,2005,209493,True,79,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998
4,3ZFTkvIE7kyPt6Nu3PEa7V,USSM10600677,Hips Don't Lie (feat. Wyclef Jean),"['Shakira', 'Wyclef Jean']","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,2005,218093,False,87,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024
5,3U5JVgI2x4rDyHGObzJfNf,GBARL0400707,Unwritten,['Natasha Bedingfield'],Unwritten,2004-08-30,2004,259333,False,92,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011
6,2N5zMZX7YeL1tico8oQxa9,USAT20611041,Crazy,['Gnarls Barkley'],St. Elsewhere,2006-05-02,2006,182066,False,76,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963
7,3kZoay4ANo86ehb6s4RwS9,USUM70503088,Ridin',"['Chamillionaire', 'Krayzie Bone']",The Sound of Revenge,2005-01-01,2005,303053,True,72,0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052
8,0O45fw2L5vsWpdsOdXwNAR,USJI10600269,SexyBack (feat. Timbaland),"['Justin Timberlake', 'Timbaland']",FutureSex/LoveSounds,2006-09-12,2006,242733,True,82,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0
9,0O45fw2L5vsWpdsOdXwNAR,USJI10600269,SexyBack (feat. Timbaland),"['Justin Timberlake', 'Timbaland']",FutureSex/LoveSounds,2006-09-12,2006,242733,True,82,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0
10,2RWxrpsFshOBFwRBRstUlQ,USSM10600137,Check On It (feat. Bun B & Slim Thug),"['Beyoncé', 'Bun B', 'Slim Thug']",B'Day,2006-09-04,2006,210453,False,62,0.705,0.796,7,-6.845,1,0.267,0.0708,0.0,0.388,0.864,166.042
11,6Y3WvyUG9iE5bQYg38SPtQ,USUM70505512,Be Without You - Kendu Mix,['Mary J. Blige'],The Breakthrough,2005-01-01,2005,246333,True,71,0.726,0.7,2,-5.881,0,0.0998,0.0717,0.0,0.262,0.673,146.559
12,0l7DPAKQVayEz9FXC9di2e,USUM70505024,Grillz,"['Nelly', 'Paul Wall', 'Ali & Gipp']",Still Hot In Herre,2022-10-14,2022,271160,True,63,0.863,0.515,4,-7.243,0,0.243,0.0423,0.0,0.301,0.844,82.985
13,1N62wozuHCvczCkY4QidpP,USSM10502369,Over My Head (Cable Car),['The Fray'],How To Save A Life,2005-09-13,2005,236266,False,74,0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03
14,7k6IzwMGpxnRghE7YosnXT,USBB40610361,Me & U,['Cassie'],Cassie (U.S. Version),2006-08-07,2006,192213,False,80,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99
15,2ICylmg7jCYdOWUFNa8VW7,USUM70601818,Buttons - Featuring Big Snoop Dogg,"['The Pussycat Dolls', 'Snoop Dogg']",Buttons,2006-01-01,2006,231293,False,45,0.524,0.809,2,-4.787,1,0.335,0.185,0.0,0.345,0.532,210.893
16,7xYnUQigPoIDAMPVK79NEq,USJI10500482,Run It! (feat. Juelz Santana),"['Chris Brown', 'Juelz Santana']",Chris Brown (Expanded Edition),2005-01-01,2005,229866,False,77,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969
17,6brl7bwOHmGFkNw3MBqssT,USUM70501633,So Sick,['Ne-Yo'],In My Own Words,2006-01-01,2006,207186,False,82,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791
18,05Sgj1Hx03ZXc57gsV1kfX,USBB40610080,It's Goin' Down (feat. Nitti),"['Yung Joc', 'NITTI']",New Joc City,2006-06-06,2006,241840,True,68,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003
19,30cSNer6TV8x2utjULVeQ5,USUM70507379,SOS,['Rihanna'],A Girl Like Me,2006-04-10,2006,238920,False,80,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046
20,4bPQs0PHn4xbipzdPfn6du,US56V0507710,I Write Sins Not Tragedies,['Panic! At The Disco'],A Fever You Can't Sweat Out,2005-09-27,2005,186634,False,76,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094
21,2l57cfmCnOkwNX1tky02n1,USDW10500125,Move Along,['The All-American Rejects'],Move Along,2005-01-01,2005,238880,False,72,0.518,0.916,3,-3.858,1,0.0454,0.000148,0.0,0.291,0.646,109.864
22,7jRoWfRlLnGYEIEn4t4kbq,USUM70609276,London Bridge,['Fergie'],The Dutchess,2006-09-13,2006,241306,True,68,0.77,0.609,1,-5.894,1,0.345,0.214,0.0,0.166,0.631,90.952
23,10Nmj3JCNoMeBQ87uw5j8k,USWB10600700,Dani California,['Red Hot Chili Peppers'],Stadium Arcadium,2006-05-09,2006,282160,False,82,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
24,6o3s08kk2fQI37vxGZDrJ1,USTV10600013,Snap Yo Fingers,"['Lil Jon', 'E-40', 'Sean Paul']",Snap Yo Fingers - Single,2006-05-02,2006,274386,False,71,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038
25,5ZRJZLIoENp76mB9U7DSwu,USA2P1390634,"Lean wit' It, Rock wit' It",['Ameritz Top Tributes'],"Lean wit' It, Rock wit' It: A Tribute to Dem Franchize Boyz & Lil' Peanut & Charlay",2013-11-05,2013,231998,False,0,0.867,0.848,9,-5.604,0,0.165,0.255,0.0,0.088,0.721,75.98
26,4bVuIlGQBMWS7vIhcx8Ae4,USL2S0520197,What Hurts The Most,['Rascal Flatts'],Me And My Gang,2006-01-01,2006,214106,False,72,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002
27,5fVZC9GiM4e8vu99W0Xf6J,USSM10601178,How to Save a Life,['The Fray'],How To Save A Life,2005-09-13,2005,262533,False,84,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035
28,5fVZC9GiM4e8vu99W0Xf6J,USSM10601178,How to Save a Life,['The Fray'],How To Save A Life,2005-09-13,2005,262533,False,84,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035
29,13xxBnXOuiBxVxJI458B0i,USUM70601995,Unfaithful,['Rihanna'],A Girl Like Me,2006-04-10,2006,226973,False,74,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069
30,5hnyJvgoWiQUYZttV4wXy6,GBUM70600345,Chasing Cars,['Snow Patrol'],Eyes Open,2006-01-01,2006,267960,False,85,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011
31,5hnyJvgoWiQUYZttV4wXy6,GBUM70600345,Chasing Cars,['Snow Patrol'],Eyes Open,2006-01-01,2006,267960,False,85,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011
32,40LQiUUUKXVGyNs09lHVjW,USUM70503185,Lips Of An Angel,['Hinder'],Extreme Behavior,2005-01-01,2005,261853,False,76,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084
33,40LQiUUUKXVGyNs09lHVjW,USUM70503185,Lips Of An Angel,['Hinder'],Extreme Behavior,2005-01-01,2005,261853,False,76,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084
34,5YJtMNWKe55yr49cyJgxva,DEZ620500053,Everytime We Touch,['Cascada'],Everytime We Touch (Premium Edition),2010-02-12,2010,197124,False,78,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027
35,7huo2wvrCgRucUsjdSDLQV,USRC10600321,Ain't No Other Man,['Christina Aguilera'],Back To Basics,2006-08-14,2006,228906,False,65,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91
36,0a7BloCiNzLDD9qSQHh5m7,USDJ20500174,"Dance, Dance",['Fall Out Boy'],From Under The Cork Tree,2005-05-03,2005,180266,False,81,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452
37,1PS1QMdUqOal0ai3Gt7sDQ,USUM70500143,Gold Digger,"['Kanye West', 'Jamie Foxx']",Late Registration,2005-08-30,2005,207626,True,85,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034
38,2JpUkUR0OsOlUUfm6iS8ic,USUM70605316,Money Maker,"['Ludacris', 'Pharrell Williams']",Release Therapy,2006-01-01,2006,230613,True,62,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756
39,2JpUkUR0OsOlUUfm6iS8ic,USUM70605316,Money Maker,"['Ludacris', 'Pharrell Williams']",Release Therapy,2006-01-01,2006,230613,True,62,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756
40,0k6HUzaRHpQ3eEWr1C7Esh,USVI20500657,Ms. New Booty,"['Bubba Sparxxx', 'Ying Yang Twins', 'Mr. Collipark']",Ms. New Booty,2005-01-01,2005,252653,True,64,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37
41,6k8uthjEbttfWXcGaNTQGD,USAT20615165,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,"['Sean Paul', 'Keyshia Cole']",Only Hits,2006-11-07,2006,243880,False,55,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824
42,3hb2ScEVkGchcAQqrPLP0R,NLA320581256,Photograph,['Nickelback'],All the Right Reasons,2005-09-26,2005,258920,False,70,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916
43,3f3omU8n47Mqyab5nCaGyT,GBCTA0400265,Because of You,['Kelly Clarkson'],Breakaway,2004-01-17,2004,219493,False,72,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039
44,4NjR63Up0uMkQBlKvlZd1l,USUM70503127,Stickwitu,['The Pussycat Dolls'],PCD,2005-01-01,2005,207506,False,65,0.655,0.54,9,-6.482,1,0.0516,0.268,0.0,0.068,0.43,79.983
45,2QurCbkPO14pjrikPNja0h,USJI10500770,I'm N Luv (Wit a Stripper) (feat. Mike Jones),"['T-Pain', 'Mike Jones']",Rappa Ternt Sanga (Expanded Edition),2005-12-06,2005,239413,True,70,0.739,0.368,8,-10.233,1,0.0845,0.00542,0.0,0.171,0.467,144.992
46,19JdbdEwQI7bCxefMokZO8,USIR10500771,My Humps,['Black Eyed Peas'],Monkey Business,2005-01-01,2005,326960,False,70,0.801,0.682,1,-5.919,0,0.225,0.111,1.56e-05,0.109,0.586,123.95
47,7pAT4dOUzjq8Ziap5ShIqC,USWB10504785,Where'd You Go (feat. Holly Brook & Jonah Matranga),"['Fort Minor', 'Holly Brook', 'Jonah Matranga']",The Rising Tied,2005-11-21,2005,231866,True,58,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999
48,7DFnq8FYhHMCylykf6ZCxA,USJI10500654,Yo (Excuse Me Miss),['Chris Brown'],Chris Brown (Expanded Edition),2005-01-01,2005,229040,False,76,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768
49,25sA1vM4BFkTb5cJGWftFo,GBCTA0400266,Walk Away,['Kelly Clarkson'],Breakaway,2004-01-17,2004,189306,False,51,0.75,0.888,0,-4.524,1,0.0426,0.0147,1.11e-06,0.0759,0.935,115.973
50,2ajhenDRiiAnCHHjsIOHhJ,USEA20520540,Laffy Taffy,['D4L'],Down for Life,2005-11-08,2005,224253,True,70,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499
51,0CAJdthKDdRjB2h8YOguN6,USAT20610124,What You Know,['T.I.'],King,2006-03-26,2006,274333,True,68,0.551,0.81,11,-4.365,1,0.0344,0.0155,0.0,0.169,0.332,73.464
52,5lDriBxJd22IhOH9zTcFrV,USDW10500128,Dirty Little Secret,['The All-American Rejects'],Move Along,2005-01-01,2005,193653,False,74,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85
53,2BoWXJfClbDQkZCZsE0Ru7,USRH12000110,Savin' Me - 2020 Remaster,['Nickelback'],All The Right Reasons (15th Anniversary Expanded Edition),2005-01-01,2005,219293,False,70,0.442,0.805,3,-4.091,1,0.027,0.000606,0.0,0.402,0.558,164.029
54,1HkVSmzBbdZ5Bzdd00IZgh,USUM70504581,Don't Forget About Us - Radio Edit,['Mariah Carey'],The Emancipation Of Mimi (Ultra Platinum Edition),2005-04-12,2005,233866,False,61,0.699,0.543,10,-6.859,0,0.0383,0.0457,0.0,0.1,0.431,143.635
55,10aWGOqSDBqvNzJ9NeKDbK,USUM70600316,Sexy Love,['Ne-Yo'],In My Own Words,2006-01-01,2006,220853,False,74,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02
56,7g7M96UGiA7OR79H86gV4m,USRE10600439,U and Dat (feat. T. Pain & Kandi Girl),"['E-40', 'T-Pain', 'Kandi Girl']",My Ghetto Report Card,2006-03-14,2006,202720,True,65,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992
57,0ADZ5dmXhlfzjMw6lefoPl,NLA320581338,Far Away,['Nickelback'],All the Right Reasons,2005-09-26,2005,238173,False,73,0.518,0.797,6,-5.153,1,0.0309,0.000681,0.0,0.107,0.293,132.918
58,0ADZ5dmXhlfzjMw6lefoPl,NLA320581338,Far Away,['Nickelback'],All the Right Reasons,2005-09-26,2005,238173,False,73,0.518,0.797,6,-5.153,1,0.0309,0.000681,0.0,0.107,0.293,132.918
59,1bPqAXwNiVcM6zjJU1Z4Cd,USJI10600023,What's Left Of Me,['Nick Lachey'],What's Left Of Me,2006-01-01,2006,244666,False,48,0.421,0.728,7,-5.644,1,0.035,0.136,0.0,0.136,0.311,150.12
60,0Uc706myy6Th7I6KQ9xA1x,USUM70601012,So What,"['Field Mob', 'Ciara']",Light Poles And Pine Trees,2006-01-01,2006,216000,True,60,0.931,0.486,6,-10.558,1,0.139,0.0579,0.0,0.161,0.896,120.026
61,6R1hZLqixuKucjo67IN1tM,USA561201353,Do It to It (In the Style of Cherish and Sean Paul of the Youngbloodz) [Karaoke Version],['Ameritz Top Tracks'],Do It to It (In the Style of Cherish and Sean Paul of the Youngbloodz) [Karaoke Version],2012-05-01,2012,230293,False,0,0.747,0.514,7,-11.068,1,0.0977,0.000259,0.0154,0.0244,0.918,147.992
62,0qAMjeQFyd1qD0LDiV8gWp,GBGLM0400102,Black Horse And The Cherry Tree,['KT Tunstall'],Eye To The Telescope,2005-01-01,2005,172373,False,67,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833
63,50UkypyQJbSQLaXHke5Yep,USUM70503011,There It Go (The Whistle Song),['Juelz Santana'],What The Game's Been Missing!,2005-01-01,2005,180493,True,63,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007
64,2OqYarizUUGzSSNHPrDEii,USAT20612414,Shoulder Lean (feat. T.I.),"['Young Dro', 'T.I.']",Best Thang Smokin' (Explicit Version),2006-06-27,2006,258680,True,59,0.7,0.518,4,-7.191,0,0.177,0.0471,0.0,0.1,0.542,75.973
65,3UNrtRxBBlWE70SjxnOo02,USJAY0500759,Unpredictable (feat. Ludacris) - Main,"['Jamie Foxx', 'Ludacris']",Unpredictable,2005-12-20,2005,219866,False,57,0.734,0.599,9,-8.462,1,0.197,0.206,0.0,0.0555,0.772,145.185
66,4NeOWqHmlrGRuBvsLJC9rL,USJI10600477,My Love (feat. T.I.),"['Justin Timberlake', 'T.I.']",FutureSex/LoveSounds Deluxe Edition,2006-09-13,2006,276160,False,78,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952
67,4NeOWqHmlrGRuBvsLJC9rL,USJI10600477,My Love (feat. T.I.),"['Justin Timberlake', 'T.I.']",FutureSex/LoveSounds Deluxe Edition,2006-09-13,2006,276160,False,78,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952
68,0fGh0trRN1xz3s41r7V5ce,USUM70506389,Shake That,"['Eminem', 'Nate Dogg']",Curtain Call: The Hits (Deluxe Edition),2005-12-06,2005,274440,True,77,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-05,0.157,0.534,107.005
69,5hF2LnbkpnXCkksMSeWcxZ,USCA20600734,Pullin' Me Back,"['Chingy', 'Tyrese']",Hoodstar (Deluxe Edition),2006-01-01,2006,234133,True,66,0.786,0.511,7,-6.66,1,0.286,0.0825,0.0,0.12,0.587,80.0
70,0Eu5SrReZzaJX0NLKI8tQS,USLF20500240,Bossy Featuring Too $hort (feat. Too $hort),"['Kelis', 'Too $hort']",Kelis Was Here,2006-08-22,2006,274946,False,51,0.906,0.624,4,-5.556,1,0.179,0.000185,6.21e-06,0.0608,0.775,84.009
71,0tYPj0NYa7vjlJaqlRSnJb,USUM70603196,Chain Hang Low,['Jibbs'],Jibbs feat. Jibbs,2006-01-01,2006,207586,True,59,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147
72,2kQuhkFX7uSVepCD3h29g5,USUM70609036,Smack That,"['Akon', 'Eminem']",Konvicted,2006-01-01,2006,212360,True,88,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978
73,2kQuhkFX7uSVepCD3h29g5,USUM70609036,Smack That,"['Akon', 'Eminem']",Konvicted,2006-01-01,2006,212360,True,88,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978
74,2TFsx3B0hLSSTambrudXs3,USUYG1160553,One Wish,['Ray J'],Raydiation,2005-09-05,2005,337640,True,67,0.529,0.651,5,-7.061,0,0.282,0.281,0.0,0.339,0.592,127.03
75,2TfSHkHiFO4gRztVIkggkE,USIR20500201,"Sugar, We're Goin Down",['Fall Out Boy'],From Under The Cork Tree,2005-05-03,2005,229093,False,81,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011
76,2bIrFpyw3AA2t7gNIkfmGb,USJI10600086,Gimme That Remix (feat. Lil' Wayne),"['Chris Brown', 'Lil Wayne']",Chris Brown (Expanded Edition),2005-01-01,2005,237360,False,61,0.513,0.606,6,-5.757,1,0.148,0.0531,0.0,0.112,0.455,116.186
77,6giYNaycmjkbf7UmZ6RGtL,USBB40610117,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)","['Yung Joc', 'Brandy ""Ms. B"" Hambrick']",New Joc City,2006-06-06,2006,241306,True,56,0.744,0.368,1,-6.349,1,0.0524,0.0702,0.0,0.192,0.391,84.018
78,5439qJTu5mVH9aeriwp03u,USUM70502482,Who Says You Can't Go Home,"['Bon Jovi', 'Jennifer Nettles']",Have A Nice Day,2005-01-01,2005,230280,False,57,0.537,0.885,7,-3.641,1,0.0343,0.0437,0.0,0.274,0.802,131.698
79,4T4NLIMypdmyUwK54jECk4,USUYG1352918,Too Little Too Late,['JoJo'],The High Road,2006-10-17,2006,221720,False,75,0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408
80,3HVJbdz0V402U5YggQK4Ao,USUM70505393,Touch It,['Busta Rhymes'],The Big Bang,2006-01-01,2006,214960,True,61,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335
81,4Xtlw8oXkIOvzV7crUBKeZ,USUM70505755,Rompe,['Daddy Yankee'],Barrio Fino En Directo,2005-01-01,2005,188626,True,77,0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061
82,423EcxblW9F4nnQkqcqMlK,USSM10602510,Deja Vu (feat. Jay-Z),"['Beyoncé', 'JAY-Z']",B'Day Deluxe Edition,2007-05-29,2007,240280,False,66,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253
83,5gB2IrxOCX2j9bMnHKP38i,USWD10628832,Life is a Highway,['Rascal Flatts'],Cars (Original Motion Picture Soundtrack),2006-01-01,2006,275640,False,78,0.562,0.934,5,-5.562,1,0.0607,0.00211,0.0,0.199,0.558,103.042
84,663Karu2rvKLdnY0eo1n3M,USWU30600102,Call Me When You're Sober,['Evanescence'],The Open Door,2006-01-01,2006,214706,False,71,0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41
85,3lec3CzDPAxsZokPph5w87,GBCTA0500152,"Jesus, Take the Wheel",['Carrie Underwood'],Some Hearts,2005-11-14,2005,226493,False,65,0.359,0.518,2,-3.537,1,0.0302,0.665,0.0,0.106,0.135,76.572
86,5FRIqUXfTazrtRmYEGO4G0,USBB40610275,Show Stopper,['Danity Kane'],Danity Kane,2006-08-22,2006,229240,False,56,0.755,0.408,5,-10.33,0,0.187,0.0133,0.0,0.33,0.465,76.034
87,3rKCDtV8UcF0RytSiXxypc,USLF20600131,Get Up (feat. Chamillionaire),"['Ciara', 'Chamillionaire']",The Evolution,2006-01-01,2006,261880,False,65,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593
88,6Stx7YKspZogtx0xpghQ1R,USAT20502060,We Be Burnin' (Recognize It),['Sean Paul'],party like its the 2010s,2024-02-09,2024,215213,False,0,0.955,0.792,1,-4.3,1,0.144,0.148,0.0,0.0753,0.885,117.026
89,1tL40tfdtUaSLek4DvDDr3,USUM70600411,Hate Me,['Blue October'],Foiled,2006-01-01,2006,380200,True,62,0.449,0.691,4,-5.65,0,0.0349,0.477,0.0,0.0966,0.201,93.267
90,0815caqt2Lytro5EIzMufT,USDW10500001,You And Me,['Lifehouse'],Lifehouse,2005-03-22,2005,195493,False,79,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902
91,5TXNLJ2EENAt3Tf9MX4kT2,USUM70501898,Beep,"['The Pussycat Dolls', 'will.i.am']",PCD,2005-01-01,2005,229360,False,53,0.935,0.745,7,-6.391,1,0.0431,0.00914,0.0,0.116,0.518,103.691
92,5a4AQWs84xeEyYUd1iC2Pn,USVI20500231,I Think They Like Me - Remix,"['Dem Franchize Boyz', 'Jermaine Dupri', 'Da Brat', 'Bow Wow', 'The Kid Slim']",On Top Of Our Game,2006-01-01,2006,282093,True,53,0.781,0.625,7,-9.139,1,0.373,0.00447,0.0,0.185,0.679,83.024
93,5F7IJrXD6Fa3EmqoYE0gU4,USJI10500728,Say Goodbye,['Chris Brown'],Chris Brown (Expanded Edition),2005-01-01,2005,289760,False,71,0.8,0.502,1,-6.062,1,0.0371,0.00167,0.0,0.0784,0.388,115.091
94,5imShWWzwqfAJ9gXFpGAQh,USSM10602589,Waiting On the World to Change,['John Mayer'],Continuum,2006-09-11,2006,201173,False,77,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739
95,5imShWWzwqfAJ9gXFpGAQh,USSM10602589,Waiting On the World to Change,['John Mayer'],Continuum,2006-09-11,2006,201173,False,77,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739
96,0Ss50OU9tCozI7JIywkv14,USUM70501374,Soul Survivor,"['Jeezy', 'Akon']",Let's Get It: Thug Motivation 101,2005-01-01,2005,280013,True,69,0.682,0.483,10,-7.718,1,0.0451,0.00103,0.0,0.159,0.108,84.012
97,6btyEL6NwUa97Nex9cZFvo,USIR10500407,Pump It,['Black Eyed Peas'],Monkey Business,2005-01-01,2005,213066,True,72,0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,153.645
98,2lRI7n5b9jlPYsEpRuots6,USUM70506288,When I'm Gone,['Eminem'],When I'm Gone,2005-12-06,2005,281120,True,66,0.608,0.745,10,-5.496,0,0.365,0.0551,0.0,0.27,0.725,150.068
99,3850dYVgOFIXJh5U4BFEWH,USWB10504319,Hung Up,['Madonna'],Confessions on a Dance Floor,2005-11-11,2005,337733,False,79,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02
100,5E7KLTX783z6hMxqEwQQM4,USSM10502940,Stay Fly (feat. Young Buck & 8Ball & MJG),"['Three 6 Mafia', 'Young Buck', '8Ball & MJG']",Most Known Unknown,2006-06-20,2006,236640,False,46,0.787,0.844,11,-6.864,1,0.0322,0.0521,0.0,0.353,0.658,133.293
101,0W4NhJhcqKCqEP2GIpDCDq,USAM10500210,Love,['Keyshia Cole'],The Way It Is,2005-01-01,2005,255333,False,87,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714
102,5FXOEdfNW7nYQrBWtW49Cl,USUM70600054,When You're Mad,['Ne-Yo'],In My Own Words,2006-01-01,2006,222000,False,58,0.66,0.548,6,-7.127,1,0.215,0.364,0.0,0.108,0.436,86.947
103,1g0oI97rPdYuWDIpkbtQdv,USAT20610994,Why You Wanna,['T.I.'],King,2006-03-26,2006,215000,True,60,0.802,0.772,1,-4.893,0,0.192,0.358,0.0,0.0603,0.654,96.046
104,1Ab6RxeKl3e07zP7Get7CX,USLF20600004,Stupid Girls,['P!nk'],I'm Not Dead,2006-04-04,2006,197173,True,59,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04
105,0d28khcov6AiegSCpG5TuT,GBAYE0500172,Feel Good Inc.,['Gorillaz'],Demon Days,2005-05-23,2005,222640,False,87,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559
106,0DLOyyQvwPTSDKuhpzMMwA,USJI10500485,I'm Sprung,['T-Pain'],Rappa Ternt Sanga (Expanded Edition),2005-12-06,2005,231040,False,75,0.728,0.327,0,-11.596,0,0.0999,0.0948,0.0,0.103,0.195,100.0
107,2jv9Ppwz9u3lqWfXV0q2sW,GBCTA0600096,Do I Make You Proud,['Taylor Hicks'],Do I Make You Proud/Takin' It To The Streets,2006-06-13,2006,248693,False,26,0.463,0.524,1,-8.207,1,0.0316,0.026,0.0,0.102,0.308,144.055
108,2umlWguZrsK4LyR5CjwXol,USGN61105347,For You I Will (Confidence) - Originally Performed By Teddy Geiger,['B the Star'],40 Super Hits Karaoke: Rock Out V4,2011-06-14,2011,223635,False,6,0.299,0.533,4,-11.564,1,0.0352,0.0112,0.374,0.139,0.0837,179.843
109,6RX5iL93VZ5fKmyvNXvF1r,USSM10603620,Irreplaceable,['Beyoncé'],B'Day Deluxe Edition,2007-05-29,2007,227853,False,73,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868
