playlist,id,track,artist,album,release_date,release_year,length_ms,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Sound of Modern Rock,4HoOTJ8tM7ikMkEkoJTisX,Cold Reactor,['Everything Everything'],Cold Reactor,2023-10-26,2023,231466,False,61,0.601,0.73,7,-6.077,1,0.0353,0.271,0.0143,0.127,0.814,160.047
The Sound of Modern Rock,1czaCgWLWgqp0eRIZ0BcXh,Everywhere I Go,['Hollywood Undead'],Swan Songs,2008-09-02,2008,210466,True,73,0.82,0.831,5,-4.856,0,0.0315,0.0962,0.0,0.181,0.945,110.048
The Sound of Modern Rock,6pP7muebYMLT46IOZOLvyN,Tiny Moves,['Bleachers'],Tiny Moves,2024-01-17,2024,228381,False,72,0.686,0.647,9,-8.255,1,0.056,0.334,0.0676,0.151,0.908,155.998
The Sound of Modern Rock,5qaEfEh1AtSdrdrByCP7qR,Demons,['Imagine Dragons'],Night Visions,2012-09-04,2012,177506,False,88,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938
The Sound of Modern Rock,0EBBt2OSiGanyjPMcU5UBW,Under My Skin,['Jukebox The Ghost'],Let Live & Let Ghosts,2008-04-22,2008,199586,False,60,0.633,0.632,7,-9.55,1,0.0643,0.588,0.0,0.0499,0.793,150.013
The Sound of Modern Rock,7uJLdyIAaYLGT0oLw7I6b3,New Fang,['Them Crooked Vultures'],Them Crooked Vultures,2009-11-17,2009,228639,False,62,0.278,0.961,7,-3.845,1,0.0607,7.36e-06,0.000662,0.0268,0.752,189.664
The Sound of Modern Rock,0iUano4euaiUETVUd1u0cx,"Nobody Move, Nobody Get Hurt",['We Are Scientists'],With Love And Squalor,2005-01-01,2005,192311,False,52,0.47,0.969,6,-4.739,1,0.0968,0.000702,0.0,0.332,0.593,144.012
The Sound of Modern Rock,1vcxF91pWs9uNwDROuiCPB,Savior,['Rise Against'],Appeal To Reason,2008-01-01,2008,242280,False,81,0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000142,0.425,0.478,112.49
The Sound of Modern Rock,0A0RBBTrgfq9eClnw6ZXT7,Future Starts Slow,['The Kills'],Blood Pressures,2011-04-04,2011,248200,False,60,0.677,0.743,6,-5.876,1,0.0611,0.0135,0.00222,0.0581,0.469,127.971
The Sound of Modern Rock,5hnyJvgoWiQUYZttV4wXy6,Chasing Cars,['Snow Patrol'],Eyes Open,2006-01-01,2006,267960,False,85,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011
The Sound of Modern Rock,0NlGoUyOJSuSHmngoibVAs,All I Want,['Kodaline'],In A Perfect World (Expanded Edition),2013-06-17,2013,305746,False,83,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376
The Sound of Modern Rock,3JnWgwQPW2bIqehd4FFYXT,Books From Boxes,['Maximo Park'],Our Earthly Pleasures,2007-04-01,2007,208653,False,56,0.402,0.577,5,-6.123,1,0.0341,0.0899,0.0,0.113,0.539,95.371
The Sound of Modern Rock,0Owkb88GE9Zp1NQex6vpaj,That Dress - Demo,['The Pale White'],That Dress (Demo),2016-09-29,2016,188088,False,45,0.566,0.829,0,-4.714,1,0.0565,0.00492,0.00356,0.218,0.533,128.137
The Sound of Modern Rock,6cMswWRv4lAU3mh5lclgCc,Dreaming,['Smallpools'],LOVETAP!,2015-03-24,2015,216253,False,63,0.612,0.89,10,-2.827,0,0.047,0.000478,0.0,0.0672,0.886,118.989
The Sound of Modern Rock,49x8Zp5wDjoquBE1THLLCV,Sweet Disposition,['The Temper Trap'],Conditions,2009-01-01,2009,231546,False,60,0.545,0.81,2,-6.899,1,0.0443,0.0701,0.197,0.122,0.305,129.138
